Release_Date	Polling_Start	Polling_End	NrParticipants	CDU_CSU	SPD	GRÜNE	FDP	LINKE	AFD
19.01.2014	09.01.2014	15.01.2014	2305	41	26	8	4	10	5
12.01.2014	04.01.2014	08.01.2014	1402	42	25	9	4	9	5
22.12.2013	12.12.2013	18.12.2013	2346	41	25	9	4	9	5
15.12.2013	05.12.2013	11.12.2013	1901	42	25	9	4	9	5
08.12.2013	28.11.2013	04.12.2013	2291	42	26	9	3	9	5
01.12.2013	21.11.2013	27.11.2013	2389	41	26	9	4	9	5
24.11.2013	14.11.2013	20.11.2013	2204	42	25	10	3	9	5
17.11.2013	07.11.2013	13.11.2013	2765	41	25	10	3	9	5
10.11.2013	31.10.2013	06.11.2013	2296	41	26	10	3	9	5
03.11.2013	24.10.2013	30.10.2013	2768	42	25	9	3	9	5
27.10.2013	17.10.2013	23.10.2013	3219	41	26	10	3	9	5
20.10.2013	10.10.2013	16.10.2013	2334	42	25	9	3	10	5
13.10.2013	04.10.2013	09.10.2013	1833	42	25	9	3	10	6
06.10.2013	26.09.2013	01.10.2013	1849	42	25	8	4	9	6
29.09.2013	24.09.2013	26.09.2013	1382	43	26	7	3	9	6
20.09.2013	14.09.2013	20.09.2013	2047	39	26	9	6	9	4
15.09.2013	05.09.2013	11.09.2013	1840	39	26	10	5	9	4
08.09.2013	02.09.2013	04.09.2013	1376	40	25	11	5	9	3
01.09.2013	22.08.2013	28.08.2013	1851	39	23	11	6	10	3
25.08.2013	15.08.2013	21.08.2013	2755	40	25	12	5	8	3
18.08.2013	08.08.2013	14.08.2013	1883	40	24	12	6	8	1
11.08.2013	01.08.2013	07.08.2013	1875	41	25	13	5	8	2
04.08.2013	25.07.2013	31.07.2013	2770	40	25	13	5	8	2
28.07.2013	18.07.2013	24.07.2013	2321	40	25	13	5	8	3
21.07.2013	11.07.2013	17.07.2013	1854	40	25	13	6	8	2
14.07.2013	04.07.2013	10.07.2013	1838	41	26	12	5	7	1
07.07.2013	27.06.2013	03.07.2013	1956	42	26	12	4	8	2
30.06.2013	20.06.2013	26.06.2013	1840	41	25	13	5	7	2
23.06.2013	13.06.2013	19.06.2013	2755	41	25	14	4	8	2
16.06.2013	06.06.2013	12.06.2013	2727	41	25	13	5	8	2
09.06.2013	31.05.2013	05.06.2013	1951	41	26	13	4	7	3
02.06.2013	23.05.2013	28.05.2013	1866	40	26	14	5	7	2
26.05.2013	18.05.2013	22.05.2013	1568	40	27	13	4	7	2
19.05.2013	10.05.2013	15.05.2013	2003	39	26	15	4	7	3
12.05.2013	02.05.2013	07.05.2013	2362	38	26	15	4	8	2
05.05.2013	25.04.2013	30.04.2013	2282	37	27	15	5	7	2
28.04.2013	18.04.2013	24.04.2013	2440	40	27	14	4	7	2
21.04.2013	11.04.2013	17.04.2013	2410	39	26	14	5	8	n/a
14.04.2013	04.04.2013	10.04.2013	1848	41	26	14	5	8	n/a
07.04.2013	28.03.2013	03.04.2013	1416	39	26	15	5	8	n/a
31.03.2013	21.03.2013	27.03.2013	1958	39	26	15	5	7	n/a
24.03.2013	14.03.2013	20.03.2013	2515	40	27	15	5	7	n/a
17.03.2013	07.03.2013	13.03.2013	2768	39	28	16	4	8	n/a
10.03.2013	28.02.2013	06.03.2013	2500	40	27	15	4	8	n/a
03.03.2013	21.02.2013	27.02.2013	1850	40	27	15	5	7	n/a
24.02.2013	14.02.2013	20.02.2013	2513	41	27	14	4	7	n/a
17.02.2013	07.02.2013	13.02.2013	2052	41	27	15	4	6	n/a
10.02.2013	31.01.2013	06.02.2013	2338	40	27	15	4	7	n/a
03.02.2013	24.01.2013	30.01.2013	1862	41	27	14	4	7	n/a
27.01.2013	17.01.2013	23.01.2013	1868	41	27	13	4	7	n/a
20.01.2013	10.01.2013	16.01.2013	1864	43	25	13	4	7	n/a
13.01.2013	03.01.2013	09.01.2013	2361	41	26	14	3	8	n/a
06.01.2013	20.12.2013	02.01.2013	1876	40	27	14	4	8	n/a
23.12.2012	13.12.2012	19.12.2012	2765	40	28	13	4	8	n/a
16.12.2012	06.12.2012	12.12.2012	3203	40	28	14	4	7	n/a
09.12.2012	29.11.2012	05.12.2012	2716	40	28	14	4	7	n/a
02.12.2012	22.11.2012	28.11.2012	2742	38	28	14	4	8	n/a
25.11.2012	15.11.2012	21.11.2012	2815	38	29	15	4	7	n/a
18.11.2012	08.11.2012	14.11.2012	2805	39	28	13	4	7	n/a
11.11.2012	01.11.2012	07.11.2012	1861	38	30	12	4	7	n/a
04.11.2012	25.10.2012	30.10.2012	2352	38	29	13	4	8	n/a
28.10.2012	18.10.2012	24.10.2012	2785	38	29	12	4	8	n/a
21.10.2012	11.10.2012	17.10.2012	3257	38	29	12	4	7	n/a
14.10.2012	04.10.2012	10.10.2012	2803	38	30	11	4	8	n/a
07.10.2012	27.09.2012	02.10.2012	1820	37	28	12	5	8	n/a
30.09.2012	20.09.2012	26.09.2012	2284	37	27	13	5	8	n/a
23.09.2012	13.09.2012	19.09.2012	1834	37	27	13	5	8	n/a
16.09.2012	06.09.2012	12.09.2012	2288	38	26	14	4	7	n/a
09.09.2012	30.08.2012	05.09.2012	1840	36	28	14	4	7	n/a
02.09.2012	23.08.2012	29.08.2012	2311	36	28	13	5	7	n/a
26.08.2012	16.08.2012	22.08.2012	2792	36	28	14	4	7	n/a
19.08.2012	09.08.2012	15.08.2012	2816	35	29	13	5	7	n/a
12.08.2012	02.08.2012	08.08.2012	1873	36	28	14	4	7	n/a
05.08.2012	26.07.2012	01.08.2012	1847	36	29	13	5	7	n/a
29.07.2012	19.07.2012	25.07.2012	2333	36	29	12	4	7	n/a
22.07.2012	12.07.2012	18.07.2012	2310	35	29	13	5	6	n/a
15.07.2012	05.07.2012	11.07.2012	2305	34	29	13	5	7	n/a
08.07.2012	28.06.2012	04.07.2012	3256	34	29	14	5	6	n/a
01.07.2012	21.06.2012	27.06.2012	2261	34	31	13	5	6	n/a
24.06.2012	14.06.2012	20.06.2012	2740	34	30	13	5	6	n/a
17.06.2012	08.06.2012	13.06.2012	3167	33	29	12	6	7	n/a
10.06.2012	31.05.2012	05.06.2012	2308	32	30	13	5	6	n/a
03.06.2012	24.05.2012	30.05.2012	2297	33	29	12	5	6	n/a
24.05.2012	18.05.2012	23.05.2012	2248	32	30	12	6	6	n/a
20.05.2012	10.05.2012	15.05.2012	2287	35	27	12	5	6	n/a
12.05.2012	03.05.2012	09.05.2012	3684	34	27	13	4	7	n/a
06.05.2012	26.04.2012	02.05.2012	3195	34	27	13	5	7	n/a
29.04.2012	19.04.2012	26.04.2012	2742	35	26	13	5	7	n/a
22.04.2012	12.04.2012	18.04.2012	2768	34	27	13	4	7	n/a
15.04.2012	05.04.2012	11.04.2012	1871	35	26	12	4	7	n/a
08.04.2012	29.03.2012	04.04.2012	2804	36	26	13	4	7	n/a
01.04.2012	22.03.2012	28.03.2012	1845	36	27	13	4	7	n/a
25.03.2012	15.03.2012	21.03.2012	2774	35	28	15	4	7	n/a
18.03.2012	08.03.2012	14.03.2012	2736	35	27	14	4	8	n/a
11.03.2012	01.03.2012	07.03.2012	2770	36	28	14	3	7	n/a
04.03.2012	23.02.2012	29.02.2012	2312	35	28	14	3	7	n/a
26.02.2012	16.02.2012	22.02.2012	2336	35	27	15	3	8	n/a
19.02.2012	09.02.2012	15.02.2012	2760	35	28	14	3	7	n/a
12.02.2012	02.02.2012	08.02.2012	2804	36	27	14	3	8	n/a
05.02.2012	26.01.2012	01.02.2012	3237	35	28	14	3	7	n/a
29.01.2012	19.01.2012	25.01.2012	2795	34	29	15	3	7	n/a
22.01.2012	12.01.2012	18.01.2012	2787	35	29	15	3	7	n/a
15.01.2012	05.01.2012	11.01.2012	1856	35	29	16	3	7	n/a
08.01.2012	22.12.2012	04.01.2012	1855	35	29	16	3	7	n/a
25.12.2011	15.12.2011	21.12.2011	2728	35	30	15	3	7	n/a
18.12.2011	08.12.2011	14.12.2011	3203	34	30	15	3	7	n/a
11.12.2011	01.12.2011	07.12.2011	3635	35	30	14	3	7	n/a
04.12.2011	24.11.2011	30.11.2011	3255	34	28	15	3	8	n/a
27.11.2011	17.11.2011	23.11.2011	2324	34	29	15	3	8	n/a
20.11.2011	10.11.2011	16.11.2011	3254	33	30	16	3	8	n/a
13.11.2011	03.11.2011	09.11.2011	2351	33	30	15	4	8	n/a
06.11.2011	27.10.2011	02.11.2011	2363	32	29	15	4	8	n/a
30.10.2011	20.10.2011	27.10.2011	2325	30	28	17	3	8	n/a
23.10.2011	13.10.2011	19.10.2011	1888	32	28	16	3	7	n/a
16.10.2011	06.10.2011	12.10.2011	2350	32	28	16	4	7	n/a
09.10.2011	29.09.2011	05.10.2011	3257	32	28	17	3	7	n/a
02.10.2011	22.09.2011	28.09.2011	2806	32	28	17	4	7	n/a
25.09.2011	15.09.2011	21.09.2011	2803	33	30	18	4	8	n/a
18.09.2011	08.09.2011	14.09.2011	2808	32	30	19	4	8	n/a
11.09.2011	01.09.2011	07.09.2011	2844	33	30	19	4	8	n/a
04.09.2011	25.08.2011	31.08.2011	2854	32	28	21	4	8	n/a
28.08.2011	18.08.2011	24.08.2011	1873	32	28	20	5	8	n/a
21.08.2011	11.08.2011	17.08.2011	2814	31	29	20	5	8	n/a
14.08.2011	04.08.2011	10.08.2011	2366	33	27	21	4	9	n/a
07.08.2011	28.07.2011	03.08.2011	2363	33	28	21	5	8	n/a
31.07.2011	21.07.2011	27.07.2011	3291	33	28	22	4	8	n/a
24.07.2011	14.07.2011	20.07.2011	3299	33	27	22	4	9	n/a
17.07.2011	07.07.2011	13.07.2011	1886	32	27	21	5	9	n/a
10.07.2011	30.06.2011	06.07.2011	1857	33	27	21	5	8	n/a
03.07.2011	24.06.2011	29.06.2011	1857	34	26	21	5	8	n/a
26.06.2011	16.06.2011	21.06.2011	2812	32	26	22	6	8	n/a
19.06.2011	09.06.2011	15.06.2011	2327	32	25	23	5	9	n/a
12.06.2011	01.06.2011	08.06.2011	3705	34	26	22	4	8	n/a
05.06.2011	26.05.2011	31.05.2011	2766	33	25	23	5	8	n/a
29.05.2011	19.05.2011	25.05.2011	2769	34	26	21	6	8	n/a
22.05.2011	12.05.2011	18.05.2011	2319	34	26	21	5	8	n/a
15.05.2011	05.05.2011	11.05.2011	2770	33	24	22	5	9	n/a
08.05.2011	28.04.2011	04.05.2011	2291	33	24	23	5	9	n/a
01.05.2011	21.04.2011	27.04.2011	1881	34	24	24	4	8	n/a
24.04.2011	14.04.2011	20.04.2011	3268	33	25	23	4	8	n/a
17.04.2011	07.04.2011	13.04.2011	4193	32	23	24	5	9	n/a
10.04.2011	05.04.2011	07.04.2011	1862	33	25	24	4	8	n/a
03.04.2011	24.03.2011	30.03.2011	2777	33	26	23	5	8	n/a
27.03.2011	17.03.2011	23.03.2011	2793	34	27	20	4	9	n/a
20.03.2011	10.03.2011	16.03.2011	3723	34	28	18	5	9	n/a
13.03.2011	03.03.2011	09.03.2011	3757	35	28	15	6	10	n/a
06.03.2011	24.02.2011	02.03.2011	2827	33	29	15	7	9	n/a
27.02.2011	17.02.2011	23.02.2011	5152	35	28	16	6	9	n/a
20.02.2011	10.02.2011	16.02.2011	3265	35	25	19	6	9	n/a
13.02.2011	03.02.2011	09.02.2011	2827	34	25	19	6	10	n/a
06.02.2011	27.01.2011	02.02.2011	2790	35	27	17	5	10	n/a
30.01.2011	20.01.2011	26.01.2011	3298	36	28	18	4	9	n/a
23.01.2011	13.01.2011	19.01.2011	4256	35	27	19	5	9	n/a
16.01.2011	06.01.2011	12.01.2011	3286	35	26	19	5	9	n/a
09.01.2011	28.12.2011	05.01.2011	1910	35	26	20	5	9	n/a
26.12.2010	16.12.2010	22.12.2010	3267	34	27	19	5	10	n/a
19.12.2010	09.12.2010	15.12.2010	4159	34	26	20	5	10	n/a
12.12.2010	02.12.2010	08.12.2010	2819	35	25	19	5	10	n/a
05.12.2010	25.11.2010	01.12.2010	3271	34	24	20	5	10	n/a
28.11.2010	18.11.2010	24.11.2010	3288	33	24	21	6	9	n/a
21.11.2010	11.11.2010	17.11.2010	3749	32	26	20	6	10	n/a
14.11.2010	04.11.2010	10.11.2010	3281	31	27	22	5	10	n/a
10.11.2010	01.11.2010	08.11.2010	3281	31	27	21	6	10	n/a
03.11.2010	25.10.2010	01.11.2010	3712	31	25	22	5	11	n/a
27.10.2010	18.10.2010	25.10.2010	3261	31	25	22	5	10	n/a
20.10.2010	11.10.2010	18.10.2010	4204	30	26	23	5	10	n/a
13.10.2010	04.10.2010	11.10.2010	4657	30	27	22	5	10	n/a
06.10.2010	27.09.2010	04.10.2010	4196	31	28	20	6	9	n/a
29.09.2010	20.09.2010	27.09.2010	3271	30	28	20	6	10	n/a
22.09.2010	13.09.2010	20.09.2010	3228	31	26	20	6	11	n/a
15.09.2010	07.09.2010	13.09.2010	2329	31	28	18	6	11	n/a
08.09.2010	30.08.2010	04.09.2010	3253	31	28	19	6	11	n/a
01.09.2010	23.08.2010	30.08.2010	3282	31	30	18	6	10	n/a
25.08.2010	16.08.2010	23.08.2010	3251	31	28	18	7	10	n/a
18.08.2010	09.08.2010	16.08.2010	3757	32	29	17	6	10	n/a
11.08.2010	02.08.2010	09.08.2010	3308	31	30	17	6	11	n/a
04.08.2010	26.07.2010	02.08.2010	4681	31	29	16	7	11	n/a
28.07.2010	19.07.2010	26.07.2010	3291	32	29	16	6	11	n/a
21.07.2010	12.07.2010	19.07.2010	3729	32	30	16	5	11	n/a
14.07.2010	05.07.2010	12.07.2010	3272	31	30	16	6	11	n/a
07.07.2010	28.06.2010	05.07.2010	3240	31	28	17	6	11	n/a
30.06.2010	21.06.2010	28.06.2010	3678	32	29	16	6	12	n/a
23.06.2010	15.06.2010	21.06.2010	3675	32	28	16	6	13	n/a
16.06.2010	07.06.2010	12.06.2010	2318	31	29	15	6	12	n/a
09.06.2010	31.05.2010	07.06.2010	2776	32	27	15	7	13	n/a
02.06.2010	25.05.2010	31.05.2010	3260	31	27	16	7	13	n/a
26.05.2010	17.05.2010	22.05.2010	2295	31	28	16	8	12	n/a
19.05.2010	10.05.2010	17.05.2010	2787	31	28	15	8	12	n/a
12.05.2010	03.05.2010	10.05.2010	3218	34	26	15	8	11	n/a
05.05.2010	26.04.2010	03.05.2010	2752	34	26	16	9	10	n/a
28.04.2010	19.04.2010	26.04.2010	3226	36	25	15	9	10	n/a
21.04.2010	12.04.2010	19.04.2010	4164	35	25	14	9	11	n/a
14.04.2010	06.04.2010	12.04.2010	2807	35	25	15	8	12	n/a
07.04.2010	29.03.2010	06.04.2010	2315	34	26	14	9	12	n/a
31.03.2010	22.03.2010	29.03.2010	3713	35	25	14	9	12	n/a
24.03.2010	15.03.2010	22.03.2010	3256	35	25	14	9	11	n/a
17.03.2010	08.03.2010	15.03.2010	3735	35	24	15	9	11	n/a
10.03.2010	01.03.2010	08.03.2010	4197	34	25	14	10	12	n/a
03.03.2010	22.02.2010	01.03.2010	3247	34	24	15	10	12	n/a
24.02.2010	15.02.2010	22.02.2010	3260	34	25	14	10	12	n/a
17.02.2010	09.02.2010	15.02.2010	2327	35	24	15	9	12	n/a
10.02.2010	01.02.2010	06.02.2010	3258	36	25	14	9	11	n/a
03.02.2010	25.01.2010	01.02.2010	3256	36	25	12	10	11	n/a
27.01.2010	18.01.2010	25.01.2010	3280	35	24	13	10	12	n/a
20.01.2010	11.01.2010	18.01.2010	4219	35	24	13	11	11	n/a
13.01.2010	04.01.2010	11.01.2010	4220	34	23	13	12	12	n/a
23.12.2009	14.12.2009	21.12.2009	3707	34	24	12	12	12	n/a
16.12.2009	07.12.2009	14.12.2009	3678	34	23	13	12	12	n/a
09.12.2009	30.11.2009	07.12.2009	4611	34	23	13	12	12	n/a
02.12.2009	23.11.2009	30.11.2009	4165	35	23	12	12	12	n/a
25.11.2009	16.11.2009	23.11.2009	4177	34	23	12	13	13	n/a
18.11.2009	09.11.2009	16.11.2009	5081	34	22	13	12	13	n/a
11.11.2009	02.11.2009	09.11.2009	3251	34	21	13	13	13	n/a
04.11.2009	26.10.2009	02.11.2009	2761	33	22	13	14	13	n/a
28.10.2009	19.10.2009	26.10.2009	3235	34	21	12	14	14	n/a
21.10.2009	12.10.2009	19.10.2009	3235	34	21	12	14	13	n/a
14.10.2009	05.10.2009	12.10.2009	3242	34	20	11	15	14	n/a
07.10.2009	28.09.2009	05.10.2009	2766	33	21	11	15	14	n/a
17.09.2009	14.09.2009	16.09.2009	1411	35	25	11	13	12	n/a
09.09.2009	31.08.2009	07.09.2009	3718	35	24	12	13	12	n/a
03.09.2009	31.08.2009	02.09.2009	1833	34	26	11	14	11	n/a
02.09.2009	24.08.2009	31.08.2009	3195	35	24	11	14	11	n/a
26.08.2009	17.08.2009	24.08.2009	3281	36	24	12	14	10	n/a
19.08.2009	10.08.2009	17.08.2009	3737	36	23	12	14	10	n/a
12.08.2009	03.08.2009	10.08.2009	3727	35	24	12	14	11	n/a
05.08.2009	28.07.2009	03.08.2009	2340	35	23	12	15	11	n/a
29.07.2009	21.07.2009	27.07.2009	2798	35	24	11	15	11	n/a
22.07.2009	14.07.2009	20.07.2009	3245	36	23	11	14	12	n/a
15.07.2009	06.07.2009	13.07.2009	4189	36	23	12	13	11	n/a
09.07.2009	29.06.2009	06.07.2009	3235	36	24	11	14	11	n/a
30.06.2009	22.06.2009	29.06.2009	3205	35	24	12	14	11	n/a
23.06.2009	15.06.2009	22.06.2009	4142	36	24	11	14	11	n/a
17.06.2009	08.06.2009	15.06.2009	3674	35	26	12	14	10	n/a
10.06.2009	02.06.2009	09.06.2009	4133	35	25	12	14	10	n/a
03.06.2009	25.05.2009	02.06.2009	3206	34	26	11	14	11	n/a
27.05.2009	19.05.2009	25.05.2009	4113	34	27	10	14	11	n/a
20.05.2009	11.05.2009	18.05.2009	4572	35	27	11	13	10	n/a
12.05.2009	04.05.2009	11.05.2009	3207	34	28	10	13	11	n/a
05.05.2009	27.04.2009	04.05.2009	3169	36	26	9	14	11	n/a
29.04.2009	20.04.2009	27.04.2009	3179	35	27	10	14	10	n/a
21.04.2009	14.04.2009	20.04.2009	3671	34	28	10	13	11	n/a
15.04.2009	06.04.2009	11.04.2009	2749	34	27	10	14	11	n/a
08.04.2009	30.03.2009	06.04.2009	3201	34	26	10	15	11	n/a
31.03.2009	23.03.2009	30.03.2009	3199	33	27	9	16	12	n/a
24.03.2009	17.03.2009	21.03.2009	2265	33	27	10	15	12	n/a
17.03.2009	09.03.2009	16.03.2009	3679	33	25	11	16	11	n/a
10.03.2009	02.03.2009	07.03.2009	4154	33	26	10	16	11	n/a
03.03.2009	23.02.2009	02.03.2009	3675	32	26	11	15	12	n/a
25.02.2009	16.02.2009	23.02.2009	4595	33	24	11	17	12	n/a
17.02.2009	09.02.2009	16.02.2009	4666	34	24	12	16	11	n/a
10.02.2009	02.02.2009	09.02.2009	5115	33	24	11	16	12	n/a
04.02.2009	26.01.2009	02.02.2009	5120	34	24	11	16	12	n/a
27.01.2009	19.01.2009	26.01.2009	5570	34	23	12	15	12	n/a
21.01.2009	12.01.2009	19.01.2009	4193	35	25	11	13	12	n/a
14.01.2009	05.01.2009	12.01.2009	4653	36	26	10	12	12	n/a
07.01.2009	23.12.2009	06.01.2009	2324	36	25	11	12	11	n/a
